Date,language,incoming_forecast,einstein_resolved_forecast,tickets_human,aht_sec,agents_needed,fte_planned,closable_tickets,gap_tickets,gap_agents,scenario
2025-08-09,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-09,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-09,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-10,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-10,French,0,3.0,0,641,0,0,0,0,0,80%
2025-08-10,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-10,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-10,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-10,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-11,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-11,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-11,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-11,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-11,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-11,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-12,English,0,38.0,0,642,0,0,0,0,0,80%
2025-08-12,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-12,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-12,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-12,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-12,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-13,English,0,31.0,0,642,0,0,0,0,0,80%
2025-08-13,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-13,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-13,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-13,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-13,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-14,English,0,6.0,0,642,0,0,0,0,0,80%
2025-08-14,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-14,German,0,1.0,0,535,0,0,0,0,0,80%
2025-08-14,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-08-14,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-14,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-08-15,English,0,10.0,0,642,0,0,0,0,0,80%
2025-08-15,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-15,German,0,2.0,0,535,0,0,0,0,0,80%
2025-08-15,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-08-15,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-15,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-08-16,English,0,40.0,0,642,0,0,0,0,0,80%
2025-08-16,French,0,5.0,0,641,0,0,0,0,0,80%
2025-08-16,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-16,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-16,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-16,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-17,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-17,French,0,3.0,0,641,0,0,0,0,0,80%
2025-08-17,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-17,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-17,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-17,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-18,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-18,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-18,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-18,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-18,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-18,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-19,English,0,38.0,0,642,0,0,0,0,0,80%
2025-08-19,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-19,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-19,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-19,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-19,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-20,English,0,31.0,0,642,0,0,0,0,0,80%
2025-08-20,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-20,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-20,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-20,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-20,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-21,English,0,6.0,0,642,0,0,0,0,0,80%
2025-08-21,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-21,German,0,1.0,0,535,0,0,0,0,0,80%
2025-08-21,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-08-21,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-21,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-08-22,English,0,10.0,0,642,0,0,0,0,0,80%
2025-08-22,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-22,German,0,2.0,0,535,0,0,0,0,0,80%
2025-08-22,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-08-22,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-22,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-08-23,English,0,40.0,0,642,0,0,0,0,0,80%
2025-08-23,French,0,5.0,0,641,0,0,0,0,0,80%
2025-08-23,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-23,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-23,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-23,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-24,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-24,French,0,3.0,0,641,0,0,0,0,0,80%
2025-08-24,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-24,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-24,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-24,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-25,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-25,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-25,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-25,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-25,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-25,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-26,English,0,38.0,0,642,0,0,0,0,0,80%
2025-08-26,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-26,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-26,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-26,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-26,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-27,English,0,31.0,0,642,0,0,0,0,0,80%
2025-08-27,French,0,4.0,0,641,0,0,0,0,0,80%
2025-08-27,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-27,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-27,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-27,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-08-28,English,0,6.0,0,642,0,0,0,0,0,80%
2025-08-28,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-28,German,0,1.0,0,535,0,0,0,0,0,80%
2025-08-28,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-08-28,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-28,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-08-29,English,0,10.0,0,642,0,0,0,0,0,80%
2025-08-29,French,0,1.0,0,641,0,0,0,0,0,80%
2025-08-29,German,0,2.0,0,535,0,0,0,0,0,80%
2025-08-29,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-08-29,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-08-29,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-08-30,English,0,40.0,0,642,0,0,0,0,0,80%
2025-08-30,French,0,5.0,0,641,0,0,0,0,0,80%
2025-08-30,German,0,5.0,0,535,0,0,0,0,0,80%
2025-08-30,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-08-30,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-30,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-08-31,English,0,30.0,0,642,0,0,0,0,0,80%
2025-08-31,French,0,3.0,0,641,0,0,0,0,0,80%
2025-08-31,German,0,4.0,0,535,0,0,0,0,0,80%
2025-08-31,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-08-31,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-08-31,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-01,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-01,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-01,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-01,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-01,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-01,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-02,English,0,38.0,0,642,0,0,0,0,0,80%
2025-09-02,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-02,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-02,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-02,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-02,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-03,English,0,31.0,0,642,0,0,0,0,0,80%
2025-09-03,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-03,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-03,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-03,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-03,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-04,English,0,6.0,0,642,0,0,0,0,0,80%
2025-09-04,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-04,German,0,1.0,0,535,0,0,0,0,0,80%
2025-09-04,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-09-04,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-04,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-09-05,English,0,10.0,0,642,0,0,0,0,0,80%
2025-09-05,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-05,German,0,2.0,0,535,0,0,0,0,0,80%
2025-09-05,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-09-05,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-05,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-09-06,English,0,40.0,0,642,0,0,0,0,0,80%
2025-09-06,French,0,5.0,0,641,0,0,0,0,0,80%
2025-09-06,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-06,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-06,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-06,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-07,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-07,French,0,3.0,0,641,0,0,0,0,0,80%
2025-09-07,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-07,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-07,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-07,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-08,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-08,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-08,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-08,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-08,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-08,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-09,English,0,38.0,0,642,0,0,0,0,0,80%
2025-09-09,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-09,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-09,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-09,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-09,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-10,English,0,31.0,0,642,0,0,0,0,0,80%
2025-09-10,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-10,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-10,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-10,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-10,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-11,English,0,6.0,0,642,0,0,0,0,0,80%
2025-09-11,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-11,German,0,1.0,0,535,0,0,0,0,0,80%
2025-09-11,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-09-11,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-11,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-09-12,English,0,10.0,0,642,0,0,0,0,0,80%
2025-09-12,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-12,German,0,2.0,0,535,0,0,0,0,0,80%
2025-09-12,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-09-12,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-12,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-09-13,English,0,40.0,0,642,0,0,0,0,0,80%
2025-09-13,French,0,5.0,0,641,0,0,0,0,0,80%
2025-09-13,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-13,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-13,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-13,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-14,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-14,French,0,3.0,0,641,0,0,0,0,0,80%
2025-09-14,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-14,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-14,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-14,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-15,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-15,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-15,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-15,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-15,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-15,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-16,English,0,38.0,0,642,0,0,0,0,0,80%
2025-09-16,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-16,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-16,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-16,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-16,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-17,English,0,31.0,0,642,0,0,0,0,0,80%
2025-09-17,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-17,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-17,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-17,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-17,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-18,English,0,6.0,0,642,0,0,0,0,0,80%
2025-09-18,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-18,German,0,1.0,0,535,0,0,0,0,0,80%
2025-09-18,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-09-18,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-18,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-09-19,English,0,10.0,0,642,0,0,0,0,0,80%
2025-09-19,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-19,German,0,2.0,0,535,0,0,0,0,0,80%
2025-09-19,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-09-19,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-19,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-09-20,English,0,40.0,0,642,0,0,0,0,0,80%
2025-09-20,French,0,5.0,0,641,0,0,0,0,0,80%
2025-09-20,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-20,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-20,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-20,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-21,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-21,French,0,3.0,0,641,0,0,0,0,0,80%
2025-09-21,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-21,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-21,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-21,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-22,English,0,30.0,0,642,0,0,0,0,0,80%
2025-09-22,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-22,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-22,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-22,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-22,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-23,English,0,38.0,0,642,0,0,0,0,0,80%
2025-09-23,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-23,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-23,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-23,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-23,Spanish,0,7.0,0,654,0,0,0,0,0,80%
2025-09-24,English,0,31.0,0,642,0,0,0,0,0,80%
2025-09-24,French,0,4.0,0,641,0,0,0,0,0,80%
2025-09-24,German,0,4.0,0,535,0,0,0,0,0,80%
2025-09-24,Italian,0,3.0,0,658,0,0,0,0,0,80%
2025-09-24,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
2025-09-24,Spanish,0,5.0,0,654,0,0,0,0,0,80%
2025-09-25,English,0,6.0,0,642,0,0,0,0,0,80%
2025-09-25,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-25,German,0,1.0,0,535,0,0,0,0,0,80%
2025-09-25,Italian,0,0.0,0,658,0,0,0,0,0,80%
2025-09-25,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-25,Spanish,0,1.0,0,654,0,0,0,0,0,80%
2025-09-26,English,0,10.0,0,642,0,0,0,0,0,80%
2025-09-26,French,0,1.0,0,641,0,0,0,0,0,80%
2025-09-26,German,0,2.0,0,535,0,0,0,0,0,80%
2025-09-26,Italian,0,1.0,0,658,0,0,0,0,0,80%
2025-09-26,Portuguese,0,0.0,0,599,0,0,0,0,0,80%
2025-09-26,Spanish,0,2.0,0,654,0,0,0,0,0,80%
2025-09-27,English,0,40.0,0,642,0,0,0,0,0,80%
2025-09-27,French,0,5.0,0,641,0,0,0,0,0,80%
2025-09-27,German,0,5.0,0,535,0,0,0,0,0,80%
2025-09-27,Italian,0,4.0,0,658,0,0,0,0,0,80%
2025-09-27,Portuguese,0,1.0,0,599,0,0,0,0,0,80%
